"","words","emotion","value"
"27203","refuse","AFRAID",0.21589285
"27204","refuse","ANGRY",0.201434856
"27205","refutation","AFRAID",0.818683778
"27206","refute","ANGRY",0.209527309
"27207","regain","DONT_CARE",0.211861183
"27208","regal","DONT_CARE",0.47331844
"27209","regale","INSPIRED",0.398721569
"27210","regalia","DONT_CARE",0.615827148
"27211","regard","INSPIRED",0.172441835
"27212","regard","DONT_CARE",0.161017368
"27213","regardless","INSPIRED",0.228632669
"27214","regardless","ANNOYED",0.167852381
"27215","regatta","INSPIRED",0.299161836
"27216","regency","AMUSED",0.502257507
"27217","regenerate","AFRAID",0.512833116
"27218","regenerate","ANNOYED",0.279812587
"27219","regenerating","AMUSED",0.522880502
"27220","regeneration","AFRAID",0.562087073
"27221","regent","INSPIRED",0.628905041
"27222","regent","ANGRY",0.281172257
"27223","reggae","AMUSED",0.314871614
"27224","regime","AFRAID",0.264741001
"27225","regimen","INSPIRED",0.335506241
"27226","regiment","ANGRY",0.275650599
"27227","regiment","AFRAID",0.675036674
"27228","regimental","ANGRY",0.788902001
"27229","regimented","ANNOYED",0.257857069
"27230","regina","ANGRY",0.169070892
"27231","region","AFRAID",0.192169866
"27232","regional","ANGRY",0.184068984
"27233","regionalism","INSPIRED",0.551007715
"27234","regionally","INSPIRED",0.232340487
"27235","register","ANNOYED",0.233554313
"27236","register","ANGRY",0.154864056
"27237","registered","ANGRY",0.173464783
"27238","registrant","ANNOYED",0.172374471
"27239","registrar","ANNOYED",0.310335029
"27240","registration","ANNOYED",0.176640148
"27241","registry","SAD",0.261399024
"27242","regnant","AMUSED",0.217605396
"27243","regress","ANGRY",0.454667504
"27244","regress","HAPPY",0.199734801
"27245","regression","ANNOYED",0.448835207
"27246","regressive","SAD",0.502313255
"27247","regret","ANGRY",0.181889903
"27248","regret","ANGRY",0.201700576
"27249","regretful","INSPIRED",0.352472215
"27250","regrettable","ANGRY",0.311765992
"27251","regrettably","AFRAID",0.26418632
"27252","regroup","HAPPY",0.274814835
"27253","regrow","AMUSED",0.758307311
"27254","regular","HAPPY",0.147082671
"27255","regular","INSPIRED",0.238587274
"27256","regularity","ANGRY",0.243789338
"27257","regularly","AFRAID",0.168179345
"27258","regulate","ANGRY",0.156768624
"27259","regulated","AFRAID",0.231983853
"27260","regulating","AFRAID",0.544358454
"27261","regulation","SAD",0.539369811
"27262","regulation","HAPPY",0.162939828
"27263","regulator","ANGRY",0.171456446
"27264","regulatory","HAPPY",0.162284637
"27265","regurgitate","AMUSED",0.414301009
"27266","regurgitation","AMUSED",0.516582672
"27267","rehabilitate","ANGRY",0.196109091
"27268","rehabilitation","HAPPY",0.176808038
"27269","rehabilitative","INSPIRED",0.390523223
"27270","rehash","ANGRY",0.243461568
"27271","rehash","DONT_CARE",0.329147723
"27272","rehearing","INSPIRED",0.243245484
"27273","rehearsal","INSPIRED",0.24826167
"27274","rehearse","DONT_CARE",0.313466288
"27275","reheat","AMUSED",0.529714928
"27276","rehnquist","INSPIRED",0.703952808
"27277","reich","INSPIRED",0.273164323
"27278","reid","DONT_CARE",0.204901846
"27279","reign","DONT_CARE",0.195682687
"27280","reign","HAPPY",0.206327087
"27281","reigning","HAPPY",0.227183022
"27282","reignite","ANGRY",0.205246746
"27283","reimburse","ANGRY",0.250032045
"27284","reimbursement","AFRAID",0.288691178
"27285","reimpose","ANGRY",0.592821119
"27286","reimposition","AFRAID",0.528943127
"27287","reims","AFRAID",0.377806406
"27288","rein","INSPIRED",0.191276503
"27289","rein","AFRAID",0.310700766
"27290","reincarnate","INSPIRED",0.620128309
"27291","reincarnation","AMUSED",0.374915062
"27292","reindeer","AMUSED",0.398700247
"27293","reinforce","ANGRY",0.184706738
"27294","reinforced","DONT_CARE",0.305008139
"27295","reinforcement","ANGRY",0.174465542
"27296","reinstall","INSPIRED",0.513236207
"27297","reinstate","ANGRY",0.349579352
"27298","reinstatement","ANGRY",0.266482086
"27299","reinsurance","DONT_CARE",0.518842534
"27300","reintegrate","INSPIRED",0.581016927
"27301","reinterpret","DONT_CARE",0.467906748
"27302","reinterpretation","INSPIRED",0.318815338
"27303","reintroduce","AFRAID",0.463007327
"27304","reinvent","DONT_CARE",0.369631374
"27305","reinvigorate","AMUSED",0.27289235
"27306","reinvigorated","HAPPY",0.322247291
"27307","reissue","AMUSED",0.579875143
"27308","reissue","ANNOYED",0.289810204
"27309","reit","HAPPY",1
"27310","reiter","INSPIRED",0.673370838
"27311","reiterate","ANGRY",0.195776639
"27312","reiteration","ANNOYED",0.330620776
"27313","reject","ANGRY",0.268579875
"27314","reject","ANGRY",0.209876029
"27315","rejected","ANGRY",0.335822048
"27316","rejection","ANGRY",0.190945776
"27317","rejoice","INSPIRED",0.267125398
"27318","rejoicing","INSPIRED",0.617314352
"27319","rejoin","AMUSED",0.285963834
"27320","rejoinder","ANNOYED",0.532927854
"27321","rejuvenate","DONT_CARE",0.205865356
"27322","rejuvenation","DONT_CARE",0.507669624
"27323","rekindle","INSPIRED",0.310943088
"27324","relapse","SAD",0.531093868
"27325","relapse","SAD",0.597199449
"27326","relate","ANGRY",0.184988604
"27327","related","SAD",0.166798079
"27328","relation","ANNOYED",0.157393784
"27329","relational","INSPIRED",0.604004657
"27330","relations","ANNOYED",0.22536674
"27331","relationship","AMUSED",0.233458484
"27332","relative","SAD",0.199783494
"27333","relative","SAD",0.212974338
"27334","relatively","AFRAID",0.160534793
"27335","relativism","INSPIRED",0.300369303
"27336","relativity","INSPIRED",0.371717146
"27337","relativize","INSPIRED",0.769487029
"27338","relax","DONT_CARE",0.189227504
"27339","relaxation","AMUSED",0.226659391
"27340","relaxed","HAPPY",0.21389337
"27341","relaxing","AMUSED",0.309983532
"27342","relay","HAPPY",0.208894515
"27343","relay","INSPIRED",0.161927129
"27344","relearn","INSPIRED",0.463332445
"27345","release","HAPPY",0.158862129
"27346","release","ANGRY",0.14883377
"27347","releasing","AMUSED",0.334116072
"27348","relegate","INSPIRED",0.204370229
"27349","relegation","HAPPY",0.265006452
"27350","relent","ANGRY",0.260339923
"27351","relentless","SAD",0.252366573
"27352","relentlessly","INSPIRED",0.247566114
"27353","relentlessness","DONT_CARE",0.448507638
"27354","relevance","ANGRY",0.201555012
"27355","relevancy","ANNOYED",0.330659181
"27356","relevant","INSPIRED",0.147801571
"27357","relevantly","INSPIRED",0.592232047
"27358","reliability","ANGRY",0.168555059
"27359","reliable","AFRAID",0.158829391
"27360","reliably","ANGRY",0.236602535
"27361","reliance","AFRAID",0.346712355
"27362","reliant","INSPIRED",0.337214488
"27363","relic","AMUSED",0.379080778
"27364","relief","SAD",0.255814643
"27365","relieve","ANGRY",0.175051364
"27366","relieved","ANGRY",0.237757813
"27367","reliever","HAPPY",0.296744473
"27368","religion","ANNOYED",0.185525319
"27369","religiosity","DONT_CARE",0.416135791
"27370","religious","ANNOYED",0.167842141
"27371","religious","AFRAID",0.125
"27372","religiously","SAD",0.190936407
"27373","religiousness","INSPIRED",0.857838718
"27374","relinquish","AFRAID",0.232802985
"27375","relinquishment","AFRAID",0.443108958
"27376","reliquary","INSPIRED",0.92406867
"27377","relish","AMUSED",0.494397023
"27378","relish","AMUSED",0.299287519
"27379","relive","INSPIRED",0.254574259
"27380","reload","ANGRY",0.375670789
"27381","relocate","SAD",0.322565101
"27382","relocated","INSPIRED",0.700293274
"27383","relocation","SAD",0.217918867
"27384","reluctance","ANGRY",0.187091255
"27385","reluctant","AFRAID",0.204732569
"27386","reluctantly","AMUSED",0.205245293
"27387","rely","DONT_CARE",0.141282004
"27388","rem","HAPPY",0.325763096
"27389","remain","SAD",0.172699033
"27390","remainder","HAPPY",0.188445148
"27391","remainder","AMUSED",0.485013898
"27392","remaining","DONT_CARE",0.144540014
"27393","remains","SAD",0.398980138
"27394","remake","DONT_CARE",0.372532668
"27395","remake","DONT_CARE",0.305827356
"27396","remaking","DONT_CARE",0.373237373
"27397","remand","SAD",1
"27398","remand","ANGRY",0.295462621
"27399","remark","ANNOYED",0.200404824
"27400","remark","ANNOYED",0.19138716
"27401","remarkable","INSPIRED",0.27848955
"27402","remarkably","INSPIRED",0.186183501
"27403","remarry","SAD",0.367629129
"27404","rematch","DONT_CARE",0.272732393
"27405","rembrandt","HAPPY",0.248323073
"27406","remedial","ANNOYED",0.270156509
"27407","remediate","SAD",0.352767129
"27408","remediation","ANNOYED",0.235664463
"27409","remedy","ANGRY",0.276624811
"27410","remedy","AFRAID",0.220369736
"27411","remember","INSPIRED",0.232232348
"27412","remembering","SAD",0.611575062
"27413","remembrance","DONT_CARE",0.199033667
"27414","remilitarize","DONT_CARE",0.39555579
"27415","remind","INSPIRED",0.233923033
"27416","reminder","INSPIRED",0.176186253
"27417","reminisce","AMUSED",0.276406622
"27418","reminiscence","INSPIRED",0.752625177
"27419","reminiscent","INSPIRED",0.200563825
"27420","remiss","ANGRY",0.305934741
"27421","remission","SAD",0.856727642
"27422","remit","ANGRY",0.301167384
"27423","remit","ANGRY",0.210249738
"27424","remittance","SAD",0.223963279
"27425","remnant","AMUSED",0.206856797
"27426","remodel","ANNOYED",0.373231992
"27427","remold","INSPIRED",0.54268297
"27428","remonstrate","ANGRY",0.743885099
"27429","remorse","ANGRY",0.316980968
"27430","remorseful","ANGRY",0.681176966
"27431","remorseless","HAPPY",0.745075857
"27432","remote","SAD",0.221572291
"27433","remote","ANNOYED",0.437758506
"27434","remote-controlled","AMUSED",0.508811745
"27435","remotely","DONT_CARE",0.223892792
"27436","remoteness","AFRAID",0.340059159
"27437","removable","DONT_CARE",0.369027017
"27438","removal","ANNOYED",0.21228212
"27439","remove","SAD",0.487818978
"27440","remove","ANGRY",0.173757171
"27441","removed","ANGRY",0.546846435
"27442","remover","DONT_CARE",0.308037164
"27443","remuneration","INSPIRED",0.552978711
"27444","remunerative","SAD",0.739739257
"27445","remus","HAPPY",0.385200256
"27446","renaissance","DONT_CARE",0.225557098
"27447","renal","SAD",0.367690752
"27448","rename","DONT_CARE",0.258214407
"27449","rend","ANGRY",0.294504208
"27450","render","ANGRY",0.178916611
"27451","rendering","DONT_CARE",0.259043836
"27452","rendezvous","AFRAID",0.56539747
"27453","rendition","INSPIRED",0.200419139
"27454","renegade","ANGRY",0.43800923
"27455","renegade","ANNOYED",0.292099253
"27456","renegade","INSPIRED",0.57859191
"27457","renege","ANGRY",0.298989634
"27458","renegotiate","AFRAID",0.413376266
"27459","renew","SAD",0.157876154
"27460","renewable","HAPPY",0.252179619
"27461","renewal","ANNOYED",0.264882135
"27462","renewed","INSPIRED",0.204154689
"27463","renewing","ANGRY",0.26066659
"27464","reno","SAD",0.319588494
"27465","renoir","ANGRY",0.87421102
"27466","renounce","AMUSED",0.229879706
"27467","renovate","INSPIRED",0.37712504
"27468","renovation","HAPPY",0.230098258
"27469","renown","AMUSED",0.36449063
"27470","renowned","INSPIRED",0.241414632
"27471","rent","SAD",0.221452147
"27472","rent","SAD",0.166922862
"27473","rent-a-car","AFRAID",1
"27474","rent-free","ANGRY",0.792099079
"27475","rentable","ANGRY",0.493380561
"27476","rental","AFRAID",0.270774388
"27477","rental","ANGRY",0.265992401
"27478","renter","INSPIRED",0.380784216
"27479","renunciation","AMUSED",0.491570553
"27480","reopen","SAD",0.223513279
"27481","reorder","INSPIRED",0.700090456
"27482","reorganisation","HAPPY",1
"27483","reorganization","DONT_CARE",0.378319792
"27484","reorganize","DONT_CARE",0.285134521
"27485","reorganized","ANNOYED",0.674613517
"27486","reorient","ANGRY",0.31581312
"27487","reorientation","SAD",0.363059821
"27488","rep","ANNOYED",0.289173147
"27489","repaint","SAD",0.286061443
"27490","repair","AFRAID",0.242930484
"27491","repair","SAD",0.201489476
"27492","repairman","ANGRY",0.383433328
"27493","reparation","AFRAID",0.354850716
"27494","repartee","INSPIRED",0.459893519
"27495","repatriate","ANGRY",0.618081609
"27496","repatriate","ANGRY",0.269471519
"27497","repatriation","ANGRY",0.232369875
"27498","repay","INSPIRED",0.296211984
"27499","repayable","AFRAID",0.125
"27500","repayment","INSPIRED",0.321910528
"27501","repeal","ANGRY",0.286672324
"27502","repeal","ANGRY",0.22065734
"27503","repeat","AMUSED",0.202381681
"27504","repeat","DONT_CARE",0.148897609
"27505","repeatable","INSPIRED",0.58660978
"27506","repeated","ANGRY",0.242147194
"27507","repeatedly","ANGRY",0.21258689
"27508","repeater","AMUSED",0.32282984
"27509","repeating","SAD",0.363833028
"27510","repel","AFRAID",0.319980231
"27511","repellant","INSPIRED",0.659003455
"27512","repellent","ANNOYED",0.516737788
"27513","repellent","HAPPY",0.622470926
"27514","repent","ANGRY",0.276574245
"27515","repentance","DONT_CARE",0.211574494
"27516","repentant","ANGRY",0.323655649
"27517","repercussion","AMUSED",0.178248746
"27518","repertoire","INSPIRED",0.272436584
"27519","repertory","INSPIRED",0.450657474
"27520","repetition","AMUSED",0.329812446
"27521","repetitious","INSPIRED",0.289647604
"27522","repetitive","INSPIRED",0.29187779
"27523","repetitiveness","SAD",0.485111924
"27524","rephrase","AMUSED",0.337636291
"27525","replace","DONT_CARE",0.170033607
"27526","replaceable","AFRAID",0.68024622
"27527","replacement","ANNOYED",0.186152284
"27528","replacing","ANGRY",0.262523649
"27529","replant","SAD",0.473028931
"27530","replay","ANGRY",0.246692533
"27531","replay","ANGRY",0.258630074
"27532","replenish","AMUSED",0.177793113
"27533","replenishment","SAD",0.351026365
"27534","replete","INSPIRED",0.257062067
"27535","replete","INSPIRED",0.564482413
"27536","replica","AMUSED",0.231472581
"27537","replicate","INSPIRED",0.201947875
"27538","replication","INSPIRED",0.35537572
"27539","reply","ANGRY",0.196169347
"27540","reply","AMUSED",0.176440157
"27541","report","AFRAID",0.172726947
"27542","report","AFRAID",0.213341666
"27543","reportable","AFRAID",0.6292209
"27544","reportage","AMUSED",0.252930513
"27545","reported","AFRAID",0.193488226
"27546","reportedly","ANGRY",0.171371758
"27547","reporter","ANGRY",0.164363565
"27548","reporting","INSPIRED",0.231518439
"27549","repose","SAD",0.729081631
"27550","repose","DONT_CARE",0.305367558
"27551","reposition","DONT_CARE",0.776195997
"27552","reposition","DONT_CARE",0.253260286
"27553","repositioning","AFRAID",0.557874789
"27554","repository","INSPIRED",0.20918601
"27555","repossess","ANGRY",0.513043402
"27556","reprehensible","ANGRY",0.369271866
"27557","represent","HAPPY",0.144245583
"27558","representation","ANGRY",0.252087732
"27559","representational","INSPIRED",0.593117979
"27560","representative","ANNOYED",0.200005665
"27561","representative","ANNOYED",0.178658697
"27562","represented","HAPPY",0.223665505
"27563","repress","AMUSED",0.223997002
"27564","repressed","INSPIRED",0.56759441
"27565","repressing","SAD",0.534801085
"27566","repression","SAD",0.21657471
"27567","repressive","AFRAID",0.229738344
"27568","reprieve","ANNOYED",0.210021461
"27569","reprieve","DONT_CARE",0.64890001
"27570","reprimand","HAPPY",0.301292589
"27571","reprimand","ANGRY",0.284967687
"27572","reprint","SAD",0.725275241
"27573","reprint","AFRAID",0.37271215
"27574","reprisal","SAD",0.318497147
"27575","reprise","AMUSED",0.467924929
"27576","reproach","DONT_CARE",0.334925042
"27577","reproach","ANGRY",0.365256991
"27578","reprocess","AFRAID",0.453521088
"27579","reproduce","AMUSED",0.30033706
"27580","reproducibility","INSPIRED",0.860667813
"27581","reproduction","ANNOYED",0.349516707
"27582","reproductive","ANNOYED",0.239531438
"27583","reptile","SAD",0.350659659
"27584","republic","ANGRY",0.17358631
"27585","republican","AMUSED",0.22376623
"27586","republican","AMUSED",0.272788257
"27587","repudiate","ANGRY",0.282220028
"27588","repudiation","ANNOYED",0.46545958
"27589","repugnance","SAD",0.346428474
"27590","repugnant","ANNOYED",0.464890357
"27591","repulse","DONT_CARE",0.553824958
"27592","repulse","AFRAID",0.236170062
"27593","repulsive","AFRAID",0.35829206
"27594","repurchase","AMUSED",0.574323472
"27595","repurchase","DONT_CARE",0.68740963
"27596","reputability","DONT_CARE",0.773094294
"27597","reputable","ANNOYED",0.249444537
"27598","reputably","ANNOYED",0.523281721
"27599","reputation","ANGRY",0.208597974
"27600","repute","DONT_CARE",0.26758321
"27601","repute","SAD",0.295171815
"27602","reputedly","AMUSED",0.385639443
"27603","request","ANGRY",0.212087305
"27604","request","ANGRY",0.217883296
"27605","requested","AMUSED",0.233428744
"27606","requester","HAPPY",0.668770026
"27607","requiem","SAD",0.477539948
"27608","requiescat","HAPPY",0.433564752
"27609","require","HAPPY",0.148462226
"27610","required","ANGRY",0.176236769
"27611","requirement","ANGRY",0.152882108
"27612","requisite","SAD",0.215742984
"27613","requisite","SAD",0.263020807
"27614","requisition","ANGRY",0.8042184
"27615","requisition","SAD",0.580275255
"27616","reread","INSPIRED",0.347506881
"27617","rerun","INSPIRED",0.395132618
"27618","res","DONT_CARE",0.410474384
"27619","resale","ANGRY",0.261521079
"27620","reschedule","AFRAID",0.184669672
"27621","rescind","ANGRY",0.180537735
"27622","rescission","INSPIRED",0.676180704
"27623","rescue","SAD",0.43512983
"27624","rescue","SAD",0.342972433
"27625","rescued","SAD",0.21966022
"27626","rescuer","SAD",0.540520115
"27627","reseal","ANGRY",0.468135962
"27628","research","INSPIRED",0.182374696
"27629","research","INSPIRED",0.295969471
"27630","researcher","AMUSED",0.248600745
"27631","reseat","SAD",0.715699192
"27632","resell","ANGRY",0.275311001
"27633","resemblance","AMUSED",0.317643042
"27634","resemble","AMUSED",0.279882352
"27635","resent","ANNOYED",0.207884345
"27636","resentful","AMUSED",0.379310276
"27637","resentment","AFRAID",0.164008257
"27638","reservation","DONT_CARE",0.302695984
"27639","reserve","SAD",0.172236594
"27640","reserve","HAPPY",0.166132478
"27641","reserved","INSPIRED",0.38998915
"27642","reserves","INSPIRED",1
"27643","reservist","SAD",0.471237576
